    31,100
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,4,4,,,,,,,,,,4,4,,,,,,,,,,,1
1,7,,,,,,4,4,,,,13,,,,,,4,4,,,,,,,,,,,1
1,7,,,,,,4,4,,,,,,,,,,4,4,,,,,,,,,,,1
1,7,,,,,,4,4,,,,,,,,,,4,4,,,,,,13,,,,,1
1,7,,,,,,4,4,,,,,,,,,,4,4,,,,,,,,,,,1
1,7,,,,,,4,4,,,,13,,,,,,4,4,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,4,4,,,,,,13,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1
1,,,4,4,2,2,2,2,2,2,2,2,4,4,,,,,,,,,,,,,,,8,1
1,,,4,4,4,2,2,2,2,2,4,4,4,4,,,,,,,,,,,,,,,,1
1,,,,,4,4,4,4,4,4,4,4,,,,,,,,,,4,2,2,2,2,2,2,4,1
1,,,,,,,,,,,,,,,,,,,,,,4,4,4,2,2,2,4,4,1
1,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,7,,,,,,,,,,,,,,,,,,,,,,4,4,,,,,,1
1,7,,,,,,,,,,,,,,,,,,,,,,4,4,,,,,,1
1,7,,,,,,4,2,2,2,2,2,2,4,4,,,,,,,,4,4,,,,,8,1
1,7,,,,,,4,4,2,2,2,2,2,4,4,,,,,,,,4,4,,,,,8,1
1,,,,,,,,,4,4,4,4,4,,,,,,,,,,4,4,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,4,4,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,4,4,2,2,2,2,2,2,2,2,4,4,,1
1,,,,,,,,,,,,,,,,,4,4,4,2,2,2,2,2,2,4,4,4,,1
1,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,,,,1
1,,,,4,4,2,2,2,2,4,4,,,,,,,,4,4,4,4,4,4,4,4,,,,1
1,,,,4,4,4,2,2,4,4,4,,,,,,,,,,,,,,,,,,,1
1,,,,,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,4,4,,,,,,,12,,,,,,,,,,,,,,,,,,,1
1,,,4,4,,,,,,,,,,,,,,,4,4,,,,,,,,,,1
1,,,4,4,,,,,,,,,,,,,,,4,4,,,,,,,,,,1
1,,,4,4,,,,,,,,13,,,,,,,4,4,,,,,,,15,,,1
1,,,4,4,,,,,,,,,,,,,,,4,4,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,,1
1,,,,,,,,,,,4,4,,,,,,,4,4,,,,,,,,,,1
1,,,12,,,,,,,,4,4,,,,,,,4,4,,,,,,,,,,1
1,,,,,13,,,,,,4,4,,,,,,,4,4,,,,,,,,,,1
1,,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,4,4,,,,,,,12,,,,,,,,,,,1
1,,,,,13,,,,,,4,4,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,4,4,,,,,,,,,,4,4,4,,,,,,1
1,,,,,,,,,,,4,4,,,,,,,,,,4,4,4,,,,,,1
1,,,,,,,,,,,4,4,,,,,,,,,,4,4,4,,,,,,1
1,,,,,,,,,,,4,4,,,,,,,,,,4,4,4,,,,,,1
1,,,,,,,,,,,4,4,,,12,,,,,,,4,4,4,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,4,4,4,,,,,8,1
1,,,,4,4,,,,,,,,,,,,,,,,,4,4,4,,,,,8,1
1,7,,,4,4,,,,,,,,,,,,,,,,,4,4,4,,,,,8,1
1,7,,,4,4,,,,,,,,,,,,,,,,,4,4,4,,,,,8,1
1,7,,,4,4,,,,,,,13,,,,,,,,,,4,4,4,,,,,8,1
1,7,,,4,4,,,,,,,,,,,,,,,,,4,4,4,,,,,,1
1,7,,,4,4,,,,,,,,,,,,,,,,,4,4,4,,,,,,1
1,,,,4,4,,,,,,,,,,,,,,,,,4,4,4,,,,,,1
1,,,,4,4,,,,,,,13,,,,,,,,,,4,4,4,,,,,,1
1,,,,4,4,,,,,12,,,,,,,,,,,,4,4,4,,,,,,1
1,,,,4,4,,,,,,,,,,,,4,4,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,4,4,,,,,,,,,,,,1
1,,,,,,,,,4,4,,,,,,,4,4,,,,,,,,,,,,1
1,,,,,,,,,4,4,,,,,,,4,4,,,,,,,,,,,,1
1,,,,,,,,,4,4,,,,,,,4,4,,,,,,,,,,,,1
1,,,,,,,,,4,4,,,,,,,4,4,,,,,,,4,,,,,1
1,,,,,,,,,4,4,,,,,,,4,4,,,,,,,4,,,,,1
1,,,,,12,,,,4,4,,,,,,,4,4,,,,,,,4,,,,,1
1,,,,,,,,,4,4,,,,,,,4,4,,,,,,,4,,,,,1
1,,,,,,,,,4,4,,,,12,,,4,4,,,,,,,4,,,,,1
1,,,,,,,,,4,4,,,,,,,4,4,,,,,,,4,,,,8,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1
1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1
1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1
1,7,,,12,,,4,4,,,,,,,,,,,,4,4,4,,,,,,,,1
1,7,,,,,,4,4,,,,,,,,,,,,4,4,4,,,,,,,,1
1,7,,13,,,,4,4,,,,,,,,,,,,4,4,4,,,,15,,,,1
1,,,,,,,4,4,,,,,,12,,,,,,4,4,4,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
