31,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,11,11,11,11,11,11,11,11,11,11,,,,,,,,,,,,,,,,,11,11,11,1
1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,9,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,,,,1
1,9,,,,,,,,,,s,,,,,,,2,2,2,2,2,2,2,2,,,,,1
1,9,,,,,,,,,,,,,,,,,11,11,11,11,11,11,2,2,,,,,1
1,9,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,1
1,9,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,s,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,10,10,10,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,8,2,2,2,9,,,,,,,,,,,,,1
1,,,,,,,,,,,,,8,2,2,2,9,,,,,,,,,,,,,1
1,,,,,,,,,,,,,8,2,2,2,9,,,,,,s,,,,,,,1
1,,,,,,,,,,,,,,11,11,11,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,8,1
1,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,8,1
1,,,,,2,2,10,10,10,10,10,10,,,,,,s,,,,,,,,,,,8,1
1,,,,,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,8,1
1,,,,,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,8,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1
1,10,10,10,,,,,,,,,,,,,,,,,,10,10,10,10,10,10,10,10,10,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
