31,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,11,11,11,1,1,1,1,1,1,1,1,1,1,1,1,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,2,2,2,2,2,2,2,2,,,,,,2,2,2,2,2,2,2,2,,,,,1
1,,,,,2,2,2,2,2,2,2,2,,,,,,2,2,2,2,2,2,2,2,,,,,1
1,,,,,2,2,,,,,,,,,,,,,,,,,,2,2,,,,,1
1,,,,,2,2,,,,,,,,,,,,,,,,,,2,2,,,,,1
1,,,,,2,2,,,,,,,,,,,,,,,,,,2,2,,,,,1
1,,,,,2,2,,,,,,,,,,,,,,,,,,2,2,,,,,1
1,,,,,2,2,,,,,,,,,,,,,,,,,,2,2,,,,,1
1,,,,,2,2,,,,,,,,,,,,,,,,,,2,2,,,,,1
1,,,,,2,2,,,,,,,,,,,,,,,,,,2,2,,,,,1
1,,,,,2,2,,,,,,,,,,,,,,,,,,2,2,,,,,1
1,,,,,2,2,,,,,,,,,,,,,,,,,,2,2,,,,,1
1,,,,,,,,,,,,,2,,,,,2,,,,,,,,,,,,1
1,,,,,,,,,,,,,2,,,,,2,,,,,,,,,,,,1
1,,,,,,,,,,,,,2,,,,,2,,,,,,,,,,,,1
1,,,,,,,,,,,,,2,,,,,2,,,,,,,,,,,,1
1,,,,,,,,,,,,,2,,,,,2,,,,,,,,,,,,1
1,,,,,,,,,,,,,2,,,,,2,,,,,,,,,,,,1
1,,,,,,,,,2,2,2,2,2,,,,,2,2,2,2,2,,,,,,,,1
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
1,,,,,,,,,2,2,2,2,2,,,,,2,2,2,2,2,,,,,,,,8
1,,,,,,,,,,,,,2,,,,,2,,,,,,,,,,,,1
1,,,,,,,,,,,,,2,,,,,2,,,,,,,,,,,,1
1,,,,,,,,,,,,,2,,,,,2,,,,,,,,,,,,1
1,,,,,,,,,,,,,2,,,,,2,,,,,,,,,,,,1
1,,,,,,,,,,,,,2,,,,,2,,,,,,,,,,,,1
1,,,,,,,,,,,,,2,,,,,2,,,,,,,,,,,,1
1,,,,,2,2,,,,,,,,,,,,,,,,,,2,2,,,,,1
1,,,,,2,2,,,,,,,,,,,,,,,,,,2,2,,,,,1
1,,,,,2,2,,,,,,,,,,,,,,,,,,2,2,,,,,1
1,,,,,2,2,,,,,,,,,,,,,,,,,,2,2,,,,,1
1,,,,,2,2,,,,,,,,,,,,,,,,,,2,2,,,,,1
1,,,,,2,2,,,,,,,,,,,,,,,,,,2,2,,,,,1
1,,,,,2,2,,,,,,,,,,,,,,,,,,2,2,,,,,1
1,,,,,2,2,,,,,,,,,,,,,,,,,,2,2,,,,,1
1,,,,,2,2,2,2,2,2,2,2,,,,,,2,2,2,2,2,2,2,2,,,,,1
1,,,,,2,2,2,2,2,2,2,2,,,,,,2,2,2,2,2,2,2,2,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
