20,300,,,,,,,,,,,,,,,,,,,
1,,,,,,,,9,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,4,4,4,,,,,,,,,,1
1,,5,5,5,,,,,,,,,,,5,5,5,,,1
1,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,5,5,5,5,5,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,1
1,,,,,11,,,,,,,,,4,4,4,4,,,1
1,,,,,,,,,,,,,,,,,,,,1
1,,,,4,4,4,,,,,,,,,,,,,,1
1,,,,,,,,,,7,,,,,,,,,,1
1,,,,,,,,,7,,,,,,,,,,,1
1,,,,,,,,7,,,,,,12,,,,,,1
1,,,,,,,7,,,,,,,,,,,,,1
1,,11,,,,7,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,1
1,4,4,4,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,4,4,4,4,4,,,,,1
1,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,1
1,1,1,1,1,1,,,,,,,,,1,1,1,1,1,1,1
1,1,1,1,1,1,,,,,,,,,1,1,1,1,1,1,1
1,1,1,1,1,,,,,,,,,,,1,1,1,1,1,1
1,1,1,1,1,,,,,,,11,,8,,1,1,1,1,1,1
1,1,1,1,1,,,,,,,,,,,1,1,1,1,1,1
1,1,1,1,,,,,7,,,6,6,6,6,,1,1,1,1,1
1,1,1,1,,,,7,,,,,,,,,1,1,1,1,1
1,1,1,,,,7,,,,,,,7,,,,1,1,1,1
1,1,1,,,7,,,,,,,,7,,,,1,1,1,1
1,1,,,7,,,,,,,,,7,,,,,1,1,1
1,1,,1,1,1,,,,,,,,7,,,,,,1,1
1,,,,,,,,,,,,,7,,,,,,,1
1,,,,,,,,,,,,,7,,,,,,,1
1,,,,,,,,,,,,,7,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,10,7,7,7,10,,,,,,,,,1
1,,,,,,13,1,1,1,1,1,14,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,8,,,,,1
1,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,1,1,1,1,1,,,,1
1,,,,,,,,,,,,16,16,16,16,16,,,,1
1,,,,,,,,,,,,,,,,,,,,1
1,7,7,7,7,7,,,,,,,,,,,,,,,1
1,1,1,1,1,14,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,1
